0.15,3,95.348837
0.15,4,97.674419
0.15,5,95.348837
0.15,6,95.348837
0.15,7,90.697674
0.15,8,88.372093
0.15,9,93.750000
0.16,0,97.674419
0.16,1,95.348837
0.16,2,100.000000
0.16,3,95.348837
0.16,4,97.674419
0.16,5,95.348837
0.16,6,95.348837
0.16,7,90.697674
0.16,8,88.372093
0.16,9,93.750000
0.17,0,97.674419
0.17,1,95.348837
0.17,2,100.000000
0.17,3,95.348837
0.17,4,97.674419
0.17,5,95.348837
0.17,6,97.674419
0.17,7,93.023256
0.17,8,88.372093
0.17,9,93.750000
0.18,0,97.674419
0.18,1,95.348837
0.18,2,100.000000
0.18,3,95.348837
0.18,4,97.674419
0.18,5,95.348837
0.18,6,97.674419
0.18,7,93.023256
0.18,8,88.372093
0.18,9,93.750000
0.19,0,97.674419
0.19,1,95.348837
0.19,2,100.000000
0.19,3,95.348837
0.19,4,97.674419
0.19,5,95.348837
0.19,6,97.674419
0.19,7,93.023256
0.19,8,88.372093
0.19,9,93.750000
0.20,0,97.674419
0.20,1,95.348837
0.20,2,100.000000
0.20,3,95.348837
0.20,4,97.674419
0.20,5,95.348837
0.20,6,97.674419
0.20,7,93.023256
0.20,8,88.372093
0.20,9,93.750000
0.21,0,97.674419
0.21,1,95.348837
0.21,2,100.000000
0.21,3,95.348837
0.21,4,97.674419
0.21,5,95.348837
0.21,6,97.674419
0.21,7,93.023256
0.21,8,88.372093
0.21,9,93.750000
0.22,0,97.674419
0.22,1,95.348837
0.22,2,100.000000
0.22,3,95.348837
0.22,4,97.674419
0.22,5,95.348837
0.22,6,97.674419
0.22,7,93.023256
0.22,8,88.372093
0.22,9,93.750000
0.23,0,97.674419
0.23,1,95.348837
0.23,2,100.000000
0.23,3,95.348837
0.23,4,97.674419
0.23,5,95.348837
0.23,6,97.674419
0.23,7,93.023256
0.23,8,88.372093
0.23,9,93.750000
0.24,0,97.674419
0.24,1,95.348837
0.24,2,100.000000
0.24,3,95.348837
0.24,4,97.674419
0.24,5,95.348837
0.24,6,97.674419
0.24,7,93.023256
0.24,8,88.372093
0.24,9,93.750000
0.25,0,97.674419
0.25,1,95.348837
0.25,2,100.000000
0.25,3,95.348837
0.25,4,97.674419
0.25,5,95.348837
0.25,6,97.674419
0.25,7,93.023256
0.25,8,88.372093
0.25,9,93.750000
0.26,0,97.674419
0.26,1,95.348837
0.26,2,100.000000
0.26,3,95.348837
0.26,4,97.674419
0.26,5,95.348837
0.26,6,97.674419
0.26,7,93.023256
0.26,8,88.372093
0.26,9,93.750000
0.27,0,97.674419
0.27,1,95.348837
0.27,2,100.000000
0.27,3,95.348837
0.27,4,97.674419
0.27,5,95.348837
0.27,6,97.674419
0.27,7,93.023256
0.27,8,88.372093
0.27,9,93.750000
0.28,0,97.674419
0.28,1,95.348837
0.28,2,100.000000
0.28,3,95.348837
0.28,4,97.674419
0.28,5,95.348837
0.28,6,97.674419
0.28,7,93.023256
0.28,8,88.372093
0.28,9,93.750000
0.29,0,97.674419
0.29,1,95.348837
0.29,2,100.000000
0.29,3,95.348837
0.29,4,97.674419
0.29,5,95.348837
0.29,6,97.674419
0.29,7,93.023256
0.29,8,88.372093
0.29,9,93.750000
0.30,0,97.674419
0.30,1,95.348837
0.30,2,100.000000
0.30,3,95.348837
0.30,4,97.674419
0.30,5,95.348837
0.30,6,97.674419
0.30,7,93.023256
0.30,8,88.372093
0.30,9,93.750000
0.31,0,97.674419
0.31,1,95.348837
0.31,2,100.000000
0.31,3,95.348837
0.31,4,97.674419
0.31,5,95.348837
0.31,6,97.674419
0.31,7,93.023256
0.31,8,88.372093
0.31,9,93.750000
0.32,0,97.674419
0.32,1,95.348837
0.32,2,100.000000
0.32,3,95.348837
0.32,4,97.674419
0.32,5,95.348837
0.32,6,97.674419
0.32,7,93.023256
0.32,8,88.372093
0.32,9,93.750000
0.33,0,97.674419
0.33,1,95.348837
0.33,2,100.000000
0.33,3,95.348837
0.33,4,97.674419
0.33,5,95.348837
0.33,6,97.674419
0.33,7,93.023256
0.33,8,88.372093
0.33,9,93.750000
0.34,0,97.674419
0.34,1,95.348837
0.34,2,100.000000
0.34,3,95.348837
0.34,4,97.674419
0.34,5,95.348837
0.34,6,97.674419
0.34,7,93.023256
0.34,8,88.372093
0.34,9,93.750000
0.35,0,97.674419
0.35,1,95.348837
0.35,2,100.000000
0.35,3,95.348837
0.35,4,97.674419
0.35,5,95.348837
0.35,6,97.674419
0.35,7,93.023256
0.35,8,88.372093
0.35,9,93.750000
0.36,0,97.674419
0.36,1,95.348837
0.36,2,100.000000
0.36,3,95.348837
0.36,4,97.674419
0.36,5,95.348837
0.36,6,97.674419
0.36,7,93.023256
0.36,8,88.372093
0.36,9,93.750000
0.37,0,97.674419
0.37,1,95.348837
0.37,2,100.000000
0.37,3,95.348837
0.37,4,97.674419
0.37,5,95.348837
0.37,6,97.674419
0.37,7,93.023256
0.37,8,88.372093
0.37,9,93.750000
0.38,0,97.674419
0.38,1,95.348837
0.38,2,100.000000
0.38,3,95.348837
0.38,4,97.674419
0.38,5,95.348837
0.38,6,97.674419
0.38,7,93.023256
0.38,8,88.372093
0.38,9,93.750000
0.39,0,97.674419
0.39,1,95.348837
0.39,2,100.000000
0.39,3,95.348837
0.39,4,97.674419
0.39,5,95.348837
0.39,6,97.674419
0.39,7,93.023256
0.39,8,88.372093
0.39,9,93.750000
0.40,0,97.674419
0.40,1,95.348837
0.40,2,100.000000
0.40,3,95.348837
0.40,4,97.674419
0.40,5,95.348837
0.40,6,97.674419
0.40,7,93.023256
0.40,8,88.372093
0.40,9,93.750000
0.41,0,97.674419
0.41,1,95.348837
0.41,2,100.000000
0.41,3,95.348837
0.41,4,97.674419
0.41,5,95.348837
0.41,6,97.674419
0.41,7,93.023256
0.41,8,88.372093
0.41,9,93.750000
0.42,0,97.674419
0.42,1,95.348837
0.42,2,100.000000
0.42,3,95.348837
0.42,4,97.674419
0.42,5,93.023256
0.42,6,97.674419
0.42,7,97.674419
0.42,8,88.372093
0.42,9,93.750000
0.43,0,97.674419
0.43,1,95.348837
0.43,2,100.000000
0.43,3,95.348837
0.43,4,97.674419
0.43,5,93.023256
0.43,6,97.674419
0.43,7,97.674419
0.43,8,88.372093
0.43,9,93.750000
0.44,0,97.674419
0.44,1,95.348837
0.44,2,100.000000
0.44,3,95.348837
0.44,4,97.674419
0.44,5,93.023256
0.44,6,97.674419
0.44,7,97.674419
0.44,8,88.372093
0.44,9,93.750000
0.45,0,97.674419
0.45,1,95.348837
0.45,2,100.000000
0.45,3,95.348837
0.45,4,97.674419
0.45,5,93.023256
0.45,6,97.674419
0.45,7,97.674419
0.45,8,88.372093
0.45,9,93.750000
0.46,0,97.674419
0.46,1,95.348837
0.46,2,100.000000
0.46,3,95.348837
0.46,4,97.674419
0.46,5,93.023256
0.46,6,97.674419
0.46,7,97.674419
0.46,8,88.372093
0.46,9,93.750000
0.47,0,97.674419
0.47,1,95.348837
0.47,2,100.000000
0.47,3,95.348837
0.47,4,97.674419
0.47,5,93.023256
0.47,6,97.674419
0.47,7,97.674419
0.47,8,88.372093
0.47,9,93.750000
0.48,0,97.674419
0.48,1,95.348837
0.48,2,100.000000
0.48,3,95.348837
0.48,4,97.674419
0.48,5,93.023256
0.48,6,97.674419
0.48,7,97.674419
0.48,8,88.372093
0.48,9,93.750000
0.49,0,97.674419
0.49,1,95.348837
0.49,2,100.000000
0.49,3,95.348837
0.49,4,97.674419
0.49,5,93.023256
0.49,6,97.674419
0.49,7,97.674419
0.49,8,88.372093
0.49,9,93.750000
0.50,0,97.674419
0.50,1,95.348837
0.50,2,100.000000
0.50,3,95.348837
0.50,4,97.674419
0.50,5,93.023256
0.50,6,97.674419
0.50,7,97.674419
0.50,8,88.372093
0.50,9,93.750000
0.51,0,97.674419
0.51,1,95.348837
0.51,2,100.000000
0.51,3,95.348837
0.51,4,97.674419
0.51,5,93.023256
0.51,6,97.674419
0.51,7,97.674419
0.51,8,88.372093
0.51,9,93.750000
0.52,0,97.674419
0.52,1,95.348837
0.52,2,100.000000
0.52,3,95.348837
0.52,4,97.674419
0.52,5,93.023256
0.52,6,97.674419
0.52,7,97.674419
0.52,8,88.372093
0.52,9,93.750000
0.53,0,97.674419
0.53,1,95.348837
0.53,2,100.000000
0.53,3,95.348837
0.53,4,97.674419
0.53,5,93.023256
0.53,6,97.674419
0.53,7,97.674419
0.53,8,88.372093
0.53,9,93.750000
0.54,0,97.674419
0.54,1,95.348837
0.54,2,100.000000
0.54,3,95.348837
0.54,4,97.674419
0.54,5,93.023256
0.54,6,97.674419
0.54,7,97.674419
0.54,8,88.372093
0.54,9,93.750000
0.55,0,97.674419
0.55,1,95.348837
0.55,2,100.000000
0.55,3,95.348837
0.55,4,97.674419
0.55,5,93.023256
0.55,6,97.674419
0.55,7,97.674419
0.55,8,88.372093
0.55,9,93.750000
0.56,0,97.674419
0.56,1,95.348837
0.56,2,100.000000
0.56,3,95.348837
0.56,4,97.674419
0.56,5,93.023256
0.56,6,97.674419
0.56,7,97.674419
0.56,8,88.372093
0.56,9,93.750000
0.57,0,97.674419
0.57,1,95.348837
0.57,2,100.000000
0.57,3,95.348837
0.57,4,97.674419
0.57,5,93.023256
0.57,6,97.674419
0.57,7,97.674419
0.57,8,88.372093
0.57,9,93.750000
0.58,0,97.674419
0.58,1,95.348837
0.58,2,100.000000
0.58,3,95.348837
0.58,4,97.674419
0.58,5,93.023256
0.58,6,97.674419
0.58,7,97.674419
0.58,8,88.372093
0.58,9,93.750000
0.59,0,97.674419
0.59,1,95.348837
0.59,2,100.000000
0.59,3,95.348837
0.59,4,97.674419
0.59,5,93.023256
0.59,6,97.674419
0.59,7,97.674419
0.59,8,88.372093
0.59,9,93.750000
0.60,0,97.674419
0.60,1,95.348837
0.60,2,100.000000
0.60,3,95.348837
0.60,4,97.674419
0.60,5,93.023256
0.60,6,97.674419
0.60,7,97.674419
0.60,8,88.372093
0.60,9,93.750000
0.61,0,97.674419
0.61,1,95.348837
0.61,2,100.000000
0.61,3,95.348837
0.61,4,97.674419
0.61,5,93.023256
0.61,6,97.674419
0.61,7,97.674419
0.61,8,88.372093
0.61,9,93.750000
0.62,0,97.674419
0.62,1,95.348837
0.62,2,100.000000
0.62,3,95.348837
0.62,4,97.674419
0.62,5,93.023256
0.62,6,97.674419
0.62,7,97.674419
0.62,8,88.372093
0.62,9,93.750000
0.63,0,97.674419
0.63,1,95.348837
0.63,2,100.000000
0.63,3,95.348837
0.63,4,97.674419
0.63,5,93.023256
0.63,6,97.674419
0.63,7,97.674419
0.63,8,88.372093
0.63,9,93.750000
0.64,0,97.674419
0.64,1,95.348837
0.64,2,100.000000
0.64,3,95.348837
0.64,4,97.674419
0.64,5,93.023256
0.64,6,97.674419
0.64,7,97.674419
0.64,8,88.372093
0.64,9,93.750000
0.65,0,97.674419
0.65,1,95.348837
0.65,2,100.000000
0.65,3,95.348837
0.65,4,97.674419
0.65,5,93.023256
0.65,6,97.674419
0.65,7,97.674419
0.65,8,88.372093
0.65,9,93.750000
0.66,0,97.674419
0.66,1,95.348837
0.66,2,100.000000
0.66,3,95.348837
0.66,4,97.674419
0.66,5,93.023256
0.66,6,97.674419
0.66,7,97.674419
0.66,8,88.372093
0.66,9,93.750000
0.67,0,97.674419
0.67,1,95.348837
0.67,2,100.000000
0.67,3,95.348837
0.67,4,97.674419
0.67,5,93.023256
0.67,6,97.674419
0.67,7,97.674419
0.67,8,88.372093
0.67,9,93.750000
0.68,0,97.674419
0.68,1,95.348837
0.68,2,100.000000
0.68,3,95.348837
0.68,4,97.674419
0.68,5,93.023256
0.68,6,97.674419
0.68,7,97.674419
0.68,8,88.372093
0.68,9,93.750000
0.69,0,97.674419
0.69,1,95.348837
0.69,2,100.000000
0.69,3,95.348837
0.69,4,97.674419
0.69,5,93.023256
0.69,6,97.674419
0.69,7,97.674419
0.69,8,88.372093
0.69,9,93.750000
0.70,0,97.674419
0.70,1,95.348837
0.70,2,100.000000
0.70,3,95.348837
0.70,4,97.674419
0.70,5,93.023256
0.70,6,97.674419
0.70,7,97.674419
0.70,8,88.372093
0.70,9,93.750000
0.71,0,97.674419
0.71,1,95.348837
0.71,2,100.000000
0.71,3,95.348837
0.71,4,97.674419
0.71,5,93.023256
0.71,6,97.674419
0.71,7,97.674419
0.71,8,88.372093
0.71,9,93.750000
0.72,0,97.674419
0.72,1,95.348837
0.72,2,100.000000
0.72,3,95.348837
0.72,4,97.674419
0.72,5,93.023256
0.72,6,97.674419
0.72,7,97.674419
0.72,8,88.372093
0.72,9,93.750000
0.73,0,97.674419
0.73,1,95.348837
0.73,2,100.000000
0.73,3,95.348837
0.73,4,97.674419
0.73,5,93.023256
0.73,6,97.674419
0.73,7,97.674419
0.73,8,88.372093
0.73,9,93.750000
0.74,0,97.674419
0.74,1,95.348837
0.74,2,100.000000
0.74,3,95.348837
0.74,4,97.674419
0.74,5,93.023256
0.74,6,97.674419
0.74,7,97.674419
0.74,8,88.372093
0.74,9,93.750000
0.75,0,97.674419
0.75,1,95.348837
0.75,2,100.000000
0.75,3,95.348837
0.75,4,97.674419
0.75,5,93.023256
0.75,6,97.674419
0.75,7,97.674419
0.75,8,88.372093
0.75,9,93.750000
0.76,0,97.674419
0.76,1,95.348837
0.76,2,100.000000
0.76,3,95.348837
0.76,4,97.674419
0.76,5,93.023256
0.76,6,97.674419
0.76,7,97.674419
0.76,8,88.372093
0.76,9,93.750000
0.77,0,97.674419
0.77,1,95.348837
0.77,2,97.674419
0.77,3,95.348837
0.77,4,97.674419
0.77,5,93.023256
0.77,6,97.674419
0.77,7,97.674419
0.77,8,88.372093
0.77,9,93.750000
0.78,0,97.674419
0.78,1,95.348837
0.78,2,97.674419
0.78,3,95.348837
0.78,4,97.674419
0.78,5,93.023256
0.78,6,97.674419
0.78,7,97.674419
0.78,8,88.372093
0.78,9,93.750000
0.79,0,97.674419
0.79,1,95.348837
0.79,2,97.674419
0.79,3,95.348837
0.79,4,97.674419
0.79,5,93.023256
0.79,6,97.674419
0.79,7,97.674419
0.79,8,88.372093
0.79,9,93.750000
0.80,0,97.674419
0.80,1,95.348837
0.80,2,97.674419
0.80,3,95.348837
0.80,4,97.674419
0.80,5,93.023256
0.80,6,97.674419
0.80,7,97.674419
0.80,8,88.372093
0.80,9,93.750000
0.81,0,97.674419
0.81,1,95.348837
0.81,2,97.674419
0.81,3,95.348837
0.81,4,97.674419
0.81,5,93.023256
0.81,6,97.674419
0.81,7,97.674419
0.81,8,88.372093
0.81,9,93.750000
0.82,0,97.674419
0.82,1,95.348837
0.82,2,97.674419
0.82,3,95.348837
0.82,4,97.674419
0.82,5,93.023256
0.82,6,97.674419
0.82,7,97.674419
0.82,8,88.372093
0.82,9,93.750000
0.83,0,97.674419
0.83,1,95.348837
0.83,2,97.674419
0.83,3,95.348837
0.83,4,97.674419
0.83,5,93.023256
0.83,6,97.674419
0.83,7,97.674419
0.83,8,88.372093
0.83,9,93.750000
0.84,0,97.674419
0.84,1,95.348837
0.84,2,97.674419
0.84,3,95.348837
0.84,4,97.674419
0.84,5,93.023256
0.84,6,97.674419
0.84,7,97.674419
0.84,8,88.372093
0.84,9,93.750000
0.85,0,97.674419
0.85,1,95.348837
0.85,2,97.674419
0.85,3,95.348837
0.85,4,97.674419
0.85,5,93.023256
0.85,6,97.674419
0.85,7,97.674419
0.85,8,88.372093
0.85,9,93.750000
0.86,0,97.674419
0.86,1,95.348837
0.86,2,97.674419
0.86,3,95.348837
0.86,4,97.674419
0.86,5,93.023256
0.86,6,97.674419
0.86,7,97.674419
0.86,8,88.372093
0.86,9,93.750000
0.87,0,97.674419
0.87,1,95.348837
0.87,2,97.674419
0.87,3,95.348837
0.87,4,97.674419
0.87,5,93.023256
0.87,6,97.674419
0.87,7,97.674419
0.87,8,88.372093
0.87,9,93.750000
0.88,0,97.674419
0.88,1,95.348837
0.88,2,97.674419
0.88,3,95.348837
0.88,4,97.674419
0.88,5,93.023256
0.88,6,97.674419
0.88,7,97.674419
0.88,8,88.372093
0.88,9,93.750000
0.89,0,97.674419
0.89,1,95.348837
0.89,2,97.674419
0.89,3,95.348837
0.89,4,100.000000
0.89,5,93.023256
0.89,6,97.674419
0.89,7,97.674419
0.89,8,88.372093
0.89,9,93.750000
0.90,0,97.674419
0.90,1,95.348837
0.90,2,97.674419
0.90,3,95.348837
0.90,4,100.000000
0.90,5,93.023256
0.90,6,97.674419
0.90,7,97.674419
0.90,8,88.372093
0.90,9,93.750000
0.91,0,97.674419
0.91,1,95.348837
0.91,2,97.674419
0.91,3,95.348837
0.91,4,100.000000
0.91,5,93.023256
0.91,6,97.674419
0.91,7,97.674419
0.91,8,88.372093
0.91,9,93.750000
0.92,0,97.674419
0.92,1,95.348837
0.92,2,97.674419
0.92,3,95.348837
0.92,4,100.000000
0.92,5,93.023256
0.92,6,97.674419
0.92,7,97.674419
0.92,8,88.372093
0.92,9,93.750000
0.93,0,97.674419
0.93,1,95.348837
0.93,2,97.674419
0.93,3,95.348837
0.93,4,100.000000
0.93,5,93.023256
0.93,6,97.674419
0.93,7,97.674419
0.93,8,88.372093
0.93,9,93.750000
0.94,0,97.674419
0.94,1,95.348837
0.94,2,97.674419
0.94,3,95.348837
0.94,4,100.000000
0.94,5,93.023256
0.94,6,97.674419
0.94,7,97.674419
0.94,8,88.372093
0.94,9,93.750000
0.95,0,97.674419
0.95,1,95.348837
0.95,2,97.674419
0.95,3,95.348837
0.95,4,100.000000
0.95,5,93.023256
0.95,6,97.674419
0.95,7,97.674419
0.95,8,88.372093
0.95,9,93.750000
0.96,0,97.674419
0.96,1,58.139535
0.96,2,97.674419
0.96,3,55.813953
0.96,4,100.000000
0.96,5,53.488372
0.96,6,97.674419
0.96,7,60.465116
0.96,8,88.372093
0.96,9,58.333333
0.97,0,62.790698
0.97,1,58.139535
0.97,2,62.790698
0.97,3,55.813953
0.97,4,100.000000
0.97,5,53.488372
0.97,6,67.441860
0.97,7,60.465116
0.97,8,60.465116
0.97,9,58.333333
0.98,0,62.790698
0.98,1,58.139535
0.98,2,62.790698
0.98,3,55.813953
0.98,4,74.418605
0.98,5,53.488372
0.98,6,67.441860
0.98,7,60.465116
0.98,8,60.465116
0.98,9,58.333333
0.99,0,62.790698
0.99,1,58.139535
0.99,2,62.790698
0.99,3,55.813953
0.99,4,74.418605
0.99,5,53.488372
0.99,6,67.441860
0.99,7,60.465116
0.99,8,60.465116
0.99,9,58.333333
1.00,0,62.790698
1.00,1,58.139535
1.00,2,62.790698
1.00,3,55.813953
1.00,4,74.418605
1.00,5,53.488372
1.00,6,67.441860
1.00,7,60.465116
1.00,8,60.465116
1.00,9,58.333333
