0.00,94.258721
0.01,94.258721
0.02,94.258721
0.03,94.258721
0.04,94.258721
0.05,94.258721
0.06,94.258721
0.07,94.258721
0.08,95.188953
0.09,94.956395
0.10,94.956395
0.11,94.956395
0.12,94.956395
0.13,94.956395
0.14,94.956395
0.15,94.956395
0.16,94.956395
0.17,95.421511
0.18,95.421511
0.19,95.421511
0.20,95.421511
0.21,95.421511
0.22,95.421511
0.23,95.421511
0.24,95.421511
0.25,95.421511
0.26,95.421511
0.27,95.421511
0.28,95.421511
0.29,95.421511
0.30,95.421511
0.31,95.421511
0.32,95.421511
0.33,95.421511
0.34,95.421511
0.35,95.421511
0.36,95.421511
0.37,95.421511
0.38,95.421511
0.39,95.421511
0.40,95.421511
0.41,95.421511
0.42,95.654069
0.43,95.654069
0.44,95.654069
0.45,95.654069
0.46,95.654069
0.47,95.654069
0.48,95.654069
0.49,95.654069
0.50,95.654069
0.51,95.654069
0.52,95.654069
0.53,95.654069
0.54,95.654069
0.55,95.654069
0.56,95.654069
0.57,95.654069
0.58,95.654069
0.59,95.654069
0.60,95.654069
0.61,95.654069
0.62,95.654069
0.63,95.654069
0.64,95.654069
0.65,95.654069
0.66,95.654069
0.67,95.654069
0.68,95.654069
0.69,95.654069
0.70,95.654069
0.71,95.654069
0.72,95.654069
0.73,95.654069
0.74,95.654069
0.75,95.654069
0.76,95.654069
0.77,95.421511
0.78,95.421511
0.79,95.421511
0.80,95.421511
0.81,95.421511
0.82,95.421511
0.83,95.421511
0.84,95.421511
0.85,95.421511
0.86,95.421511
0.87,95.421511
0.88,95.421511
0.89,95.654069
0.90,95.654069
0.91,95.654069
0.92,95.654069
0.93,95.654069
0.94,95.654069
0.95,95.654069
0.96,76.763565
0.97,63.972868
0.98,61.414728
0.99,61.414728
1.00,61.414728
